1;1;1;1;200;2025-12-29;makarna alındı
2;4;1;1;50.00;2025-06-15;Test expense
3;4;1;1;50.00;2025-06-15;Test expense
4;4;1;1;50.00;2025-06-15;Test expense
5;4;1;1;50.00;2025-06-15;Test expense
6;4;1;1;50.00;2025-06-15;Test expense
7;4;1;1;50.00;2025-06-15;Test expense
8;4;1;1;50.00;2025-06-15;Test expense
9;4;1;1;50.00;2025-06-15;Test expense
10;4;1;1;50.00;2025-06-15;Test expense
11;4;1;1;50.00;2025-06-15;Test expense
12;4;1;1;50.00;2025-06-15;Test expense
13;4;1;1;50.00;2025-06-15;Test expense
14;4;1;1;50.00;2025-06-15;Test expense
15;4;1;1;50.00;2025-06-15;Test expense
16;4;1;1;50.00;2025-06-15;Test expense
17;4;1;1;50.00;2025-06-15;Test expense
18;4;1;1;50.00;2025-06-15;Test expense
19;4;1;1;50.00;2025-06-15;Test expense
20;4;1;1;50.00;2025-06-15;Test expense
21;4;1;1;50.00;2025-06-15;Test expense
22;4;1;1;50.00;2025-06-15;Test expense
23;4;1;1;50.00;2025-06-15;Test expense
24;4;1;1;50.00;2025-06-15;Test expense
25;4;1;1;50.00;2025-06-15;Test expense
26;4;1;1;50.00;2025-06-15;Test expense
27;4;1;1;50.00;2025-06-15;Test expense
28;4;1;1;50.00;2025-06-15;Test expense
29;4;1;1;50.00;2025-06-15;Test expense
30;4;1;1;50.00;2025-06-15;Test expense
31;4;1;1;50.00;2025-06-15;Test expense
32;4;1;1;50.00;2025-06-15;Test expense
33;4;1;1;50.00;2025-06-15;Test expense
34;4;1;1;50.00;2025-06-15;Test expense
35;4;1;1;50.00;2025-06-15;Test expense
36;4;1;1;50.00;2025-06-15;Test expense
37;4;1;1;50.00;2025-06-15;Test expense
38;4;1;1;50.00;2025-06-15;Test expense
39;4;1;1;50.00;2025-06-15;Test expense
40;4;1;1;50.00;2025-06-15;Test expense
41;4;1;1;50.00;2025-06-15;Test expense
42;4;1;1;50.00;2025-06-15;Test expense
43;4;1;1;50.00;2025-06-15;Test expense
44;4;1;1;50.00;2025-06-15;Test expense
45;4;1;1;50.00;2025-06-15;Test expense
46;4;1;1;50.00;2025-06-15;Test expense
47;4;1;1;50.00;2025-06-15;Test expense
48;4;1;1;50.00;2025-06-15;Test expense
49;4;1;1;50.00;2025-06-15;Test expense
50;4;1;1;50.00;2025-06-15;Test expense
51;4;1;1;50.00;2025-06-15;Test expense
52;4;1;1;50.00;2025-06-15;Test expense
53;4;1;1;50.00;2025-06-15;Test expense
54;4;1;1;50.00;2025-06-15;Test expense
55;4;1;1;50.00;2025-06-15;Test expense
56;4;1;1;50.00;2025-06-15;Test expense
57;4;1;1;50.00;2025-06-15;Test expense
58;4;1;1;50.00;2025-06-15;Test expense
59;4;1;1;50.00;2025-06-15;Test expense
60;4;1;1;50.00;2025-06-15;Test expense
61;4;1;1;50.00;2025-06-15;Test expense
62;4;1;1;50.00;2025-06-15;Test expense
63;4;1;1;50.00;2025-06-15;Test expense
64;4;1;1;50.00;2025-06-15;Test expense
65;4;1;1;50.00;2025-06-15;Test expense
66;4;1;1;50.00;2025-06-15;Test expense
67;4;1;1;50.00;2025-06-15;Test expense
68;4;1;1;50.00;2025-06-15;Test expense
69;4;1;1;50.00;2025-06-15;Test expense
70;4;1;1;50.00;2025-06-15;Test expense
71;4;1;1;50.00;2025-06-15;Test expense
72;4;1;1;50.00;2025-06-15;Test expense
73;4;1;1;50.00;2025-06-15;Test expense
74;4;1;1;50.00;2025-06-15;Test expense
75;4;1;1;50.00;2025-06-15;Test expense
76;4;1;1;50.00;2025-06-15;Test expense
77;4;1;1;50.00;2025-06-15;Test expense
78;4;1;1;50.00;2025-06-15;Test expense
79;4;1;1;50.00;2025-06-15;Test expense
80;4;1;1;50.00;2025-06-15;Test expense
81;4;1;1;50.00;2025-06-15;Test expense
82;4;1;1;50.00;2025-06-15;Test expense
83;4;1;1;50.00;2025-06-15;Test expense
84;4;1;1;50.00;2025-06-15;Test expense
85;4;1;1;50.00;2025-06-15;Test expense
86;4;1;1;50.00;2025-06-15;Test expense
87;4;1;1;50.00;2025-06-15;Test expense
88;4;1;1;50.00;2025-06-15;Test expense
89;4;1;1;50.00;2025-06-15;Test expense
90;4;1;1;50.00;2025-06-15;Test expense
91;4;1;1;50.00;2025-06-15;Test expense
92;4;1;1;50.00;2025-06-15;Test expense
93;4;1;1;50.00;2025-06-15;Test expense
